Ticker,Measure,Mnemonic,Period,Value,Formula (reference),parsed_value,category
AAN,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2014,0,"CIQ(""AAN"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2014"")",,zero_as_na
AAN,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2015,0,"CIQ(""AAN"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2015"")",,zero_as_na
AAN,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2016,0,"CIQ(""AAN"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2016"")",,zero_as_na
AAN,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2017,0,"CIQ(""AAN"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2017"")",,zero_as_na
AAN,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2018,0,"CIQ(""AAN"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2018"")",,zero_as_na
AAN,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2019,0,"CIQ(""AAN"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2019"")",,zero_as_na
AAN,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2014,0,"CIQ(""AAN"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2014"")",,zero_as_na
AAN,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2015,0,"CIQ(""AAN"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2015"")",,zero_as_na
AAN,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2016,0,"CIQ(""AAN"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2016"")",,zero_as_na
AAN,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2017,0,"CIQ(""AAN"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2017"")",,zero_as_na
AAN,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2018,0,"CIQ(""AAN"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2018"")",,zero_as_na
AAN,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2019,0,"CIQ(""AAN"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2019"")",,zero_as_na
AAN,Revenue (point),IQ_REVENUE_GUIDANCE,FY2014,0,"CIQ(""AAN"",""IQ_REVENUE_GUIDANCE"",""FY2014"")",,zero_as_na
AAN,Revenue (point),IQ_REVENUE_GUIDANCE,FY2015,0,"CIQ(""AAN"",""IQ_REVENUE_GUIDANCE"",""FY2015"")",,zero_as_na
AAN,Revenue (point),IQ_REVENUE_GUIDANCE,FY2016,0,"CIQ(""AAN"",""IQ_REVENUE_GUIDANCE"",""FY2016"")",,zero_as_na
AAN,Revenue (point),IQ_REVENUE_GUIDANCE,FY2017,0,"CIQ(""AAN"",""IQ_REVENUE_GUIDANCE"",""FY2017"")",,zero_as_na
AAN,Revenue (point),IQ_REVENUE_GUIDANCE,FY2018,0,"CIQ(""AAN"",""IQ_REVENUE_GUIDANCE"",""FY2018"")",,zero_as_na
AAN,Revenue (point),IQ_REVENUE_GUIDANCE,FY2019,0,"CIQ(""AAN"",""IQ_REVENUE_GUIDANCE"",""FY2019"")",,zero_as_na
AAN,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2014,0,"CIQ(""AAN"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2014"")",,zero_as_na
AAN,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2015,0,"CIQ(""AAN"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2015"")",,zero_as_na
AAN,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2016,0,"CIQ(""AAN"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2016"")",,zero_as_na
AAN,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2017,0,"CIQ(""AAN"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2017"")",,zero_as_na
AAN,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2018,0,"CIQ(""AAN"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2018"")",,zero_as_na
AAN,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2019,0,"CIQ(""AAN"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2019"")",,zero_as_na
AAN,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2014,0,"CIQ(""AAN"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2014"")",,zero_as_na
AAN,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2015,0,"CIQ(""AAN"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2015"")",,zero_as_na
AAN,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2016,0,"CIQ(""AAN"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2016"")",,zero_as_na
AAN,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2017,0,"CIQ(""AAN"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2017"")",,zero_as_na
AAN,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2018,0,"CIQ(""AAN"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2018"")",,zero_as_na
AAN,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2019,0,"CIQ(""AAN"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2019"")",,zero_as_na
AAN,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2014,0,"CIQ(""AAN"",""IQ_EBITDA_GUIDANCE"",""FY2014"")",,zero_as_na
AAN,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2015,0,"CIQ(""AAN"",""IQ_EBITDA_GUIDANCE"",""FY2015"")",,zero_as_na
AAN,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2016,0,"CIQ(""AAN"",""IQ_EBITDA_GUIDANCE"",""FY2016"")",,zero_as_na
AAN,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2017,0,"CIQ(""AAN"",""IQ_EBITDA_GUIDANCE"",""FY2017"")",,zero_as_na
AAN,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2018,0,"CIQ(""AAN"",""IQ_EBITDA_GUIDANCE"",""FY2018"")",,zero_as_na
AAN,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2019,0,"CIQ(""AAN"",""IQ_EBITDA_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2014,0.70 - 0.76,"CIQ(""AAOI"",""IQ_EPS_EXCL_GUIDANCE"",""FY2014"")",0.73,range
AAOI,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2014,0.76,"CIQ(""AAOI"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2014"")",0.76,number
AAOI,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2014,0.7,"CIQ(""AAOI"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2014"")",0.7,number
AAOI,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,Revenue (point),IQ_REVENUE_GUIDANCE,FY2014,131.00 - 135.00,"CIQ(""AAOI"",""IQ_REVENUE_GUIDANCE"",""FY2014"")",133.0,range
AAOI,Revenue (point),IQ_REVENUE_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_REVENUE_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,Revenue (point),IQ_REVENUE_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_REVENUE_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,Revenue (point),IQ_REVENUE_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_REVENUE_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,Revenue (point),IQ_REVENUE_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_REVENUE_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,Revenue (point),IQ_REVENUE_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_REVENUE_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2014,135,"CIQ(""AAOI"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2014"")",135.0,number
AAOI,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,Revenue High,IQ_REVENUE_HIGH_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_REVENUE_HIGH_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2014,131,"CIQ(""AAOI"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2014"")",131.0,number
AAOI,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,Revenue Low,IQ_REVENUE_LOW_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_REVENUE_LOW_GUIDANCE"",""FY2019"")",,zero_as_na
AAOI,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2014,0,"CIQ(""AAOI"",""IQ_EBITDA_GUIDANCE"",""FY2014"")",,zero_as_na
AAOI,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2015,0,"CIQ(""AAOI"",""IQ_EBITDA_GUIDANCE"",""FY2015"")",,zero_as_na
AAOI,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2016,0,"CIQ(""AAOI"",""IQ_EBITDA_GUIDANCE"",""FY2016"")",,zero_as_na
AAOI,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2017,0,"CIQ(""AAOI"",""IQ_EBITDA_GUIDANCE"",""FY2017"")",,zero_as_na
AAOI,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2018,0,"CIQ(""AAOI"",""IQ_EBITDA_GUIDANCE"",""FY2018"")",,zero_as_na
AAOI,EBITDA (point),IQ_EBITDA_GUIDANCE,FY2019,0,"CIQ(""AAOI"",""IQ_EBITDA_GUIDANCE"",""FY2019"")",,zero_as_na
AAON,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2014,0,"CIQ(""AAON"",""IQ_EPS_EXCL_GUIDANCE"",""FY2014"")",,zero_as_na
AAON,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2015,0,"CIQ(""AAON"",""IQ_EPS_EXCL_GUIDANCE"",""FY2015"")",,zero_as_na
AAON,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2016,0,"CIQ(""AAON"",""IQ_EPS_EXCL_GUIDANCE"",""FY2016"")",,zero_as_na
AAON,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2017,0,"CIQ(""AAON"",""IQ_EPS_EXCL_GUIDANCE"",""FY2017"")",,zero_as_na
AAON,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2018,0,"CIQ(""AAON"",""IQ_EPS_EXCL_GUIDANCE"",""FY2018"")",,zero_as_na
AAON,EPS Excl. Excep/GW (point),IQ_EPS_EXCL_GUIDANCE,FY2019,0,"CIQ(""AAON"",""IQ_EPS_EXCL_GUIDANCE"",""FY2019"")",,zero_as_na
AAON,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2014,0,"CIQ(""AAON"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2014"")",,zero_as_na
AAON,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2015,0,"CIQ(""AAON"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2015"")",,zero_as_na
AAON,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2016,0,"CIQ(""AAON"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2016"")",,zero_as_na
AAON,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2017,0,"CIQ(""AAON"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2017"")",,zero_as_na
AAON,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2018,0,"CIQ(""AAON"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2018"")",,zero_as_na
AAON,EPS Excl. Excep/GW High,IQ_EPS_EXCL_HIGH_GUIDANCE,FY2019,0,"CIQ(""AAON"",""IQ_EPS_EXCL_HIGH_GUIDANCE"",""FY2019"")",,zero_as_na
AAON,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2014,0,"CIQ(""AAON"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2014"")",,zero_as_na
AAON,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2015,0,"CIQ(""AAON"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2015"")",,zero_as_na
AAON,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2016,0,"CIQ(""AAON"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2016"")",,zero_as_na
AAON,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2017,0,"CIQ(""AAON"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2017"")",,zero_as_na
AAON,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2018,0,"CIQ(""AAON"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2018"")",,zero_as_na
AAON,EPS Excl. Excep/GW Low,IQ_EPS_EXCL_LOW_GUIDANCE,FY2019,0,"CIQ(""AAON"",""IQ_EPS_EXCL_LOW_GUIDANCE"",""FY2019"")",,zero_as_na
